BLOCKID|PLACEFP
482450020002040|07000
482450020002041|07000
482450020002042|07000
482450020002043|07000
482450020002044|07000
482450020002045|07000
482450020002046|07000
482450020002047|07000
482450020002048|07000
482450020002049|07000
482450020002050|07000
482450020002051|07000
482450020002052|07000
482450021001000|07000
482450021001001|07000
482450021001002|07000
482450021001003|07000
482450021001004|07000
482450021001005|07000
482450021001006|07000
482450021001007|07000
482450021001008|07000
482450021001009|07000
482450021001010|07000
482450021001011|07000
482450021001012|07000
482450021001013|07000
482450021001014|07000
482450021001015|07000
482450021001016|07000
482450021001017|07000
482450021001018|07000
482450021001019|07000
482450021002000|07000
482450021002001|07000
482450021002002|07000
482450021002003|07000
482450021002004|07000
482450021002005|07000
482450021002006|07000
482450021002007|07000
482450021002008|07000
482450021002009|07000
482450021002010|07000
482450021002011|07000
482450021002012|07000
482450021002013|07000
482450021002014|07000
482450021002015|07000
482450021002016|07000
482450021002017|07000
482450021002018|07000
482450021002019|07000
482450021002020|07000
482450021002021|07000
482450021002022|07000
482450021002023|07000
482450021002024|07000
482450021002025|07000
482450021002026|07000
482450021002027|07000
482450021002028|07000
482450021002029|07000
482450021002030|07000
482450021002031|07000
482450021002032|07000
482450021002033|07000
482450021002034|07000
482450021002035|07000
482450021002036|07000
482450021002037|07000
482450021002038|07000
482450021002039|07000
482450021002040|07000
482450021002041|07000
482450021002042|07000
482450021002043|07000
482450021002044|07000
482450021002045|07000
482450021002046|07000
482450021002047|07000
482450021002048|07000
482450021002049|07000
482450021002050|07000
482450021002051|07000
482450021002052|07000
482450021002053|07000
482450021002054|07000
482450021002055|07000
482450021002056|07000
482450021002057|07000
482450021002058|07000
482450021002059|07000
482450021002060|07000
482450021002061|07000
482450021002062|07000
482450021002063|07000
482450021002064|07000
482450021002065|07000
482450021002066|07000
482450021002067|07000
482450021002068|07000
482450021002069|07000
482450021002070|07000
482450021002071|07000
482450021002072|07000
482450021002073|07000
482450021002074|07000
482450021003000|07000
482450021003001|07000
482450021003002|07000
482450021003003|07000
482450021003004|07000
482450021003005|07000
482450021003006|07000
482450021003007|07000
482450021003008|07000
482450021003009|07000
482450021003010|07000
482450021003011|07000
482450021003012|07000
482450021003013|07000
482450021003014|07000
482450021003015|07000
482450021003016|07000
482450021003017|07000
482450021003018|07000
482450021003019|07000
482450021003020|07000
482450021003021|07000
482450021003022|07000
482450021003023|07000
482450021003024|07000
482450021003025|07000
482450021003026|07000
482450021003027|07000
482450021003028|07000
482450021003029|07000
482450021003030|07000
482450021003031|07000
482450021003032|07000
482450021003033|07000
482450022001000|07000
482450022001001|07000
482450022001002|07000
482450022001003|07000
482450022001004|07000
482450022001005|07000
482450022001006|07000
482450022001007|07000
482450022001008|07000
482450022001009|07000
482450022001010|07000
482450022001011|07000
482450022001012|07000
482450022001013|07000
482450022001014|07000
482450022001015|07000
482450022001016|07000
482450022001017|07000
482450022001018|07000
482450022001019|07000
482450022001020|07000
482450022001021|07000
482450022001022|07000
482450022001023|07000
482450022001024|07000
482450022001025|07000
482450022001026|07000
482450022001027|07000
482450022002000|07000
482450022002001|07000
482450022002002|07000
482450022002003|07000
482450022002004|07000
482450022002005|07000
482450022002006|07000
482450022002007|07000
482450022002008|07000
482450022002009|07000
482450022002010|07000
482450022002011|07000
482450022002012|07000
482450022002013|07000
482450022002014|07000
482450022002015|07000
482450022002016|07000
482450022002017|07000
482450022002018|07000
482450022002019|07000
482450022002020|07000
482450022002021|07000
482450022002022|07000
482450022002023|07000
482450022002024|07000
482450022002025|07000
482450022002026|07000
482450022002027|07000
482450022002028|07000
482450022002029|07000
482450022002030|07000
482450022002031|07000
482450022002032|07000
482450022002033|07000
482450022002034|07000
482450022002035|07000
482450022002036|07000
482450022002037|07000
482450022002038|07000
482450022002039|07000
482450022002040|07000
482450022002041|07000
482450022002042|07000
482450022002043|07000
482450022002044|07000
482450022002045|07000
482450022002046|07000
482450022002047|07000
482450022002048|07000
482450022002049|07000
482450022002050|07000
482450022002051|07000
482450022002052|07000
482450022002053|07000
482450022002054|07000
482450022002055|07000
482450022002056|07000
482450022002057|07000
482450022002058|
482450022002059|
482450022002060|07000
482450022002061|07000
482450022002062|07000
482450022002063|07000
482450022002064|07000
482450022002065|07000
482450022002066|07000
482450022002067|
482450022003000|07000
482450022003001|07000
482450022003002|07000
482450022003003|07000
482450022003004|07000
482450022003005|07000
482450022003006|07000
482450022003007|07000
482450022003008|07000
482450022003009|07000
482450022003010|07000
482450022003011|07000
482450022003012|07000
482450022003013|07000
482450022003014|07000
482450022003015|07000
482450022003016|07000
482450022003017|07000
482450022003018|07000
482450022003019|07000
482450022003020|07000
482450022003021|07000
482450022003022|07000
482450022003023|07000
482450022003024|07000
482450022003025|07000
482450022003026|07000
482450022003027|07000
482450023001000|07000
482450023001001|07000
482450023001002|07000
482450023001003|07000
482450023001004|07000
482450023001005|07000
482450023001006|07000
482450023001007|07000
482450023001008|07000
482450023001009|07000
482450023001010|07000
482450023001011|07000
482450023001012|07000
482450023001013|07000
482450023001014|07000
482450023001015|07000
482450023001016|07000
482450023001017|07000
482450023001018|07000
482450023001019|07000
482450023001020|07000
482450023001021|07000
482450023001022|07000
482450023001023|07000
482450023001024|07000
482450023001025|07000
482450023001026|07000
482450023001027|07000
482450023001028|07000
482450023001029|07000
482450023002000|07000
482450023002001|07000
482450023002002|07000
482450023002003|07000
482450023002004|07000
482450023002005|07000
482450023002006|07000
482450023002007|07000
482450023002008|07000
482450023002009|07000
482450023002010|07000
482450023002011|07000
482450023002012|07000
482450023002013|07000
482450023002014|07000
482450023002015|07000
482450023002016|07000
482450023002017|07000
482450023002018|07000
482450023002019|07000
482450023002020|07000
482450023002021|07000
482450023002022|07000
482450023002023|07000
482450023002024|07000
482450023002025|07000
482450023002026|07000
482450023002027|07000
482450023002028|07000
482450023002029|07000
482450023002030|07000
482450023002031|07000
482450023002032|07000
482450023002033|07000
482450023002034|07000
482450023002035|07000
482450023003000|07000
482450023003001|07000
482450023003002|07000
482450023003003|07000
482450023003004|07000
482450023003005|07000
482450023003006|07000
482450023003007|07000
482450023003008|07000
482450023003009|07000
482450023003010|07000
482450023003011|07000
482450023003012|07000
482450023003013|07000
482450023003014|07000
482450023003015|07000
482450023003016|07000
482450023003017|07000
482450023003018|07000
482450023003019|07000
482450023003020|07000
482450023003021|07000
482450023003022|07000
482450023004000|07000
482450023004001|07000
482450023004002|07000
482450023004003|07000
482450023004004|07000
482450023004005|07000
482450023004006|07000
482450023004007|07000
482450023004008|07000
482450023004009|07000
482450023004010|07000
482450023004011|07000
482450023005000|07000
482450023005001|07000
482450023005002|07000
482450023005003|07000
482450023005004|07000
482450023005005|07000
482450023005006|07000
482450023005007|07000
482450023005008|07000
482450023005009|07000
482450023005010|07000
482450023005011|07000
482450023005012|07000
482450023005013|07000
482450023005014|07000
482450023005015|07000
482450024001000|07000
482450024001001|07000
482450024001002|07000
482450024001003|07000
482450024001004|07000
482450024001005|07000
482450024001006|07000
482450024001007|07000
482450024001008|07000
482450024001009|07000
482450024001010|07000
482450024001011|07000
482450024001012|07000
482450024001013|07000
482450024001014|07000
482450024001015|07000
482450024001016|07000
482450024001017|07000
482450024001018|07000
482450024001019|07000
482450024001020|07000
482450024001021|07000
482450024002000|07000
482450024002001|07000
482450024002002|07000
482450024002003|07000
482450024002004|07000
482450024002005|07000
482450024002006|07000
482450024002007|07000
482450024002008|07000
482450024002009|07000
482450024002010|07000
482450024002011|07000
482450024002012|07000
482450024002013|07000
482450024002014|07000
482450024002015|07000
482450024002016|07000
482450024002017|07000
482450024002018|07000
482450024002019|07000
482450024002020|07000
482450024002021|07000
482450024002022|07000
482450024002023|07000
482450024003000|07000
482450024003001|07000
482450024003002|07000
482450024003003|07000
482450024003004|07000
482450024003005|07000
482450024003006|07000
482450024003007|07000
482450024003008|07000
482450024003009|07000
482450024003010|07000
482450024003011|07000
482450024003012|07000
482450024003013|07000
482450024003014|07000
482450024003015|07000
482450024003016|07000
482450024003017|07000
482450024003018|07000
482450024003019|07000
482450024003020|07000
482450024003021|07000
482450024003022|07000
482450024004000|07000
482450024004001|07000
482450024004002|07000
482450024004003|07000
482450024004004|07000
482450024004005|07000
482450024004006|07000
482450024004007|07000
482450024004008|07000
482450024004009|07000
482450024004010|07000
482450024004011|07000
482450024004012|07000
482450024004013|07000
482450024004014|07000
482450025001000|07000
482450025001001|07000
482450025001002|07000
482450025001003|07000
482450025001004|07000
482450025001005|07000
482450025001006|07000
482450025001007|07000
482450025001008|07000
482450025001009|07000
482450025001010|07000
482450025001011|07000
482450025001012|07000
482450025001013|07000
482450025001014|07000
482450025001015|07000
482450025001016|07000
482450025001017|07000
482450025001018|07000
482450025001019|07000
482450025001020|07000
482450025001021|07000
482450025001022|07000
482450025001023|07000
482450025001024|07000
482450025001025|07000
482450025001026|07000
482450025001027|07000
482450025001028|07000
482450025001029|07000
482450025001030|07000
482450025001031|07000
482450025001032|07000
482450025001033|07000
482450025001034|07000
482450025001035|07000
482450025001036|07000
482450025001037|07000
482450025001038|07000
482450025001039|07000
482450025001040|07000
482450025001041|07000
482450025001042|07000
482450025001043|07000
482450025001044|07000
482450025001045|07000
482450025001046|07000
482450025001047|07000
482450025001048|07000
482450025001049|07000
482450025002000|07000
482450025002001|07000
482450025002002|07000
482450025002003|07000
482450025002004|07000
482450025002005|07000
482450025002006|07000
482450025002007|07000
482450025002008|07000
482450025002009|07000
482450025002010|07000
482450025002011|07000
482450025002012|07000
482450025002013|07000
482450025002014|07000
482450025002015|07000
482450025002016|07000
482450025002017|07000
482450025002018|07000
482450025002019|07000
482450025002020|07000
482450025002021|07000
482450025002022|07000
482450025002023|07000
482450026001000|07000
482450026001001|07000
482450026001002|07000
482450026001003|07000
482450026001004|07000
482450026001005|07000
482450026001006|07000
482450026001007|07000
482450026001008|07000
482450026001009|07000
482450026001010|07000
482450026001011|07000
482450026001012|07000
482450026001013|07000
482450026001014|07000
482450026001015|07000
482450026001016|07000
482450026001017|07000
482450026001018|07000
482450026001019|07000
482450026001020|07000
482450026001021|07000
482450026001022|07000
482450026001023|07000
482450026001024|07000
482450026001025|07000
482450026001026|07000
482450026001027|07000
482450026001028|07000
482450026002000|07000
482450026002001|07000
482450026002002|07000
482450026002003|07000
482450026002004|07000
482450026002005|07000
482450026002006|07000
482450026002007|07000
482450026002008|07000
482450026002009|07000
482450026002010|07000
482450026002011|07000
482450026002012|07000
482450026002013|07000
482450026002014|07000
482450026002015|07000
482450026002016|07000
482450026002017|07000
482450026002018|07000
482450026002019|07000
482450026002020|07000
482450026003000|07000
482450026003001|07000
482450026003002|07000
482450026003003|07000
482450026003004|07000
482450026003005|07000
482450026003006|07000
482450026003007|07000
482450026003008|07000
482450026003009|07000
482450026003010|07000
482450026003011|07000
482450026003012|07000
482450026003013|07000
482450026003014|07000
482450026003015|07000
482450026003016|07000
482450026004000|07000
482450026004001|07000
482450026004002|07000
482450026004003|07000
482450026004004|07000
482450026004005|07000
482450026004006|07000
482450026004007|07000
482450026004008|07000
482450026004009|07000
482450026004010|07000
482450026004011|07000
482450026004012|07000
482450026004013|07000
482450026004014|07000
482450026004015|07000
482450026004016|07000
482450026004017|07000
482450026004018|07000
482450026004019|07000
482450026004020|07000
482450026004021|07000
482450026004022|07000
482450026004023|07000
482450026004024|07000
482450026004025|07000
482450026005000|07000
482450026005001|07000
482450026005002|07000
482450026005003|07000
482450026005004|07000
482450026005005|07000
482450026005006|07000
482450026005007|07000
482450026005008|07000
482450026005009|07000
482450026005010|07000
482450026005011|07000
482450026005012|07000
482450026005013|07000
482450026005014|07000
482450026005015|07000
482450026005016|07000
482450026005017|07000
482450026005018|07000
482450026005019|07000
482450026005020|07000
482450026005021|07000
482450026005022|07000
482450026005023|07000
482450026005024|07000
482450026005025|07000
482450026005026|07000
482450026005027|07000
482450026005028|07000
482450026005029|07000
482450026005030|07000
482450026005031|07000
482450026005032|07000
482450051001000|58820
482450051001001|58820
482450051001002|58820
482450051001003|58820
482450051001004|58820
482450051001005|58820
482450051001006|58820
482450051001007|58820
482450051001008|58820
482450051001009|58820
482450051001010|58820
482450051001011|58820
482450051001012|58820
482450051001013|58820
482450051001014|58820
482450051001015|58820
482450051001016|58820
482450051001017|58820
482450051001018|58820
482450051001019|58820
482450051001020|58820
482450051001021|58820
482450051001022|58820
482450051001023|58820
482450051001024|58820
482450051001025|58820
482450051001026|58820
482450051001027|58820
482450051001028|58820
482450051001029|58820
482450051001030|58820
482450051001031|58820
482450051001032|58820
482450051001033|58820
482450051001034|58820
482450051001035|58820
482450051001036|58820
482450051001037|58820
482450051001038|58820
482450051001039|58820
482450051001040|58820
482450051001041|58820
482450051001042|58820
482450051001043|58820
482450051002000|58820
482450051002001|58820
482450051002002|58820
482450051002003|58820
482450051002004|58820
482450051002005|58820
482450051002006|58820
482450051002007|58820
482450051002008|58820
482450051002009|58820
482450051002010|58820
482450051002011|58820
482450051002012|58820
482450051002013|58820
482450051002014|58820
482450051002015|58820
482450051002016|58820
482450051002017|58820
482450051002018|58820
482450051002019|58820
482450051002020|
482450051002021|58820
482450051002022|
482450051002023|
482450051002024|
482450051002025|58820
482450051002026|
482450051002027|58820
482450051002028|58820
482450051002029|58820
482450051002030|58820
482450051002031|58820
482450051002032|58820
482450051002033|58820
482450051002034|58820
482450051002035|58820
482450051002036|58820
482450051002037|58820
482450051002038|
482450051002039|58820
482450051002040|58820
482450051002041|58820
482450051002042|58820
482450051002043|58820
482450051002044|58820
482450051002045|58820
482450051002046|58820
482450051002047|58820
482450051002048|58820
482450051002049|58820
482450051002050|58820
482450051002051|58820
482450051002052|58820
482450051002053|58820
482450051002054|58820
482450051002055|58820
482450051002056|58820
482450051002057|58820
482450051002058|58820
482450051002059|58820
482450051002060|58820
482450051002061|58820
482450051002062|58820
482450051002063|58820
482450051002064|58820
482450051002065|58820
482450051002066|58820
482450051002067|58820
482450051002068|58820
482450051002069|58820
482450051002070|58820
482450051002071|58820
482450051002072|58820
482450051002073|58820
482450051002074|58820
482450054001000|58820
482450054001001|58820
482450054001002|58820
482450054001003|58820
482450054001004|58820
482450054001005|58820
482450054001006|58820
482450054001007|58820
482450054001008|58820
482450054001009|58820
482450054001010|58820
482450054001011|58820
482450054001012|58820
482450054001013|58820
482450054001014|58820
482450054001015|58820
482450054001016|58820
482450054001017|58820
482450054001018|58820
482450054001019|58820
482450054001020|58820
482450054001021|58820
482450054001022|58820
482450054001023|58820
482450054001024|58820
482450054001025|58820
482450054001026|58820
482450054001027|58820
482450054001028|58820
482450054001029|58820
482450054001030|58820
482450054001031|58820
482450054001032|58820
482450054001033|58820
482450054001034|58820
482450054001035|58820
482450054001036|58820
482450054001037|58820
482450054001038|58820
482450054001039|58820
482450054001040|58820
482450054001041|58820
482450054001042|58820
482450054001043|58820
482450054001044|58820
482450054001045|58820
482450054001046|58820
482450054001047|58820
482450054001048|58820
482450054001049|58820
482450054001050|58820
482450054001051|58820
482450054001052|58820
482450054001053|58820
482450054001054|58820
482450054001055|58820
482450054001056|58820
482450054001057|58820
482450054001058|58820
482450054001059|58820
482450054001060|58820
482450054001061|58820
482450054001062|58820
482450054001063|58820
482450054001064|58820
482450054001065|58820
482450054001066|58820
482450054001067|58820
482450054001068|58820
482450054001069|58820
482450054001070|58820
482450054001071|58820
482450054001072|58820
482450054001073|58820
482450054001074|58820
482450054001075|58820
482450054001076|58820
482450054001077|58820
482450054001078|58820
482450054001079|58820
482450054001080|58820
482450054001081|58820
482450054001082|58820
482450054001083|58820
482450054001084|58820
482450054001085|58820
482450054001086|58820
482450054001087|58820
482450054001088|58820
482450054002000|58820
482450054002001|58820
482450054002002|58820
482450054002003|58820
482450054002004|58820
482450054002005|58820
482450054002006|58820
482450054002007|58820
482450054002008|58820
482450054002009|58820
482450054002010|58820
482450054002011|58820
482450054002012|58820
482450054002013|58820
482450054002014|58820
482450054002015|58820
482450054002016|58820
482450054002017|58820
482450054002018|58820
482450054002019|58820
482450054002020|58820
482450054002021|58820
482450054002022|58820
482450054002023|58820
482450054002024|58820
482450054002025|58820
482450054002026|58820
482450054002027|58820
482450054002028|58820
482450054002029|58820
482450054002030|58820
482450054002031|58820
482450054002032|58820
482450054002033|58820
482450054002034|58820
482450054002035|58820
482450054002036|58820
482450054002037|58820
482450054002038|58820
482450054002039|58820
482450054002040|58820
482450054002041|58820
482450054002042|58820
482450054002043|58820
482450054002044|58820
482450054002045|58820
482450054002046|58820
482450054002047|58820
482450054002048|58820
482450054002049|58820
482450054002050|58820
482450054002051|58820
482450054002052|58820
482450054002053|58820
482450054002054|58820
482450054002055|58820
482450054002056|58820
482450054002057|58820
482450054002058|58820
482450054002059|58820
482450054002060|58820
482450054002061|58820
482450054002062|58820
482450054002063|58820
482450054002064|58820
482450054002065|58820
482450054002066|58820
482450054002067|58820
482450054002068|58820
482450054002069|58820
482450054002070|58820
482450054002071|58820
482450054002072|58820
482450054002073|58820
482450055001000|58820
482450055001001|58820
482450055001002|58820
482450055001003|58820
482450055001004|58820
482450055001005|58820
482450055001006|58820
482450055001007|58820
482450055001008|58820
482450055001009|58820
482450055001010|58820
482450055001011|58820
482450055001012|58820
482450055001013|58820
482450055001014|58820
482450055001015|58820
482450055001016|58820
482450055001017|58820
482450055001018|58820
482450055001019|58820
482450055001020|58820
482450055001021|58820
482450055001022|58820
482450055001023|58820
482450055001024|58820
482450055001025|58820
482450055001026|58820
482450055001027|58820
482450055002000|58820
482450055002001|58820
482450055002002|58820
482450055002003|58820
482450055002004|58820
482450055002005|58820
482450055002006|58820
482450055002007|58820
482450055002008|58820
482450055002009|58820
482450055002010|58820
482450055002011|58820
482450055002012|58820
482450055002013|58820
482450055002014|58820
482450055002015|58820
482450055002016|58820
482450055002017|58820
482450055002018|58820
482450055002019|58820
482450055003000|58820
482450055003001|58820
482450055003002|58820
482450055003003|58820
482450055003004|58820
482450055003005|58820
482450055003006|58820
482450055003007|58820
482450055003008|58820
482450055003009|58820
482450055003010|58820
482450055003011|58820
482450055003012|58820
482450055003013|58820
482450055003014|58820
482450055003015|58820
482450055003016|58820
482450055003017|58820
482450055003018|58820
482450055003019|58820
482450055004000|58820
482450055004001|58820
482450055004002|58820
482450055004003|58820
482450055004004|58820
482450055004005|58820
482450055004006|58820
482450055004007|58820
482450055004008|58820
482450055004009|58820
482450055004010|58820
482450055004011|58820
482450055004012|58820
482450055004013|58820
482450055004014|58820
482450055004015|58820
482450055004016|58820
482450055004017|58820
482450055004018|58820
482450055004019|58820
482450055004020|58820
482450055004021|58820
482450055004022|58820
482450055004023|58820
482450055004024|58820
482450055004025|58820
482450055004026|58820
482450055004027|58820
482450055004028|58820
482450056001000|58820
482450056001001|58820
482450056001002|58820
482450056001003|58820
482450056001004|58820
482450056001005|58820
482450056001006|58820
482450056001007|58820
482450056001008|58820
482450056001009|58820
482450056001010|58820
482450056001011|58820
482450056001012|58820
482450056001013|58820
482450056002000|58820
482450056002001|58820
482450056002002|58820
482450056002003|58820
482450056002004|58820
482450056002005|58820
482450056002006|58820
482450056002007|58820
482450056002008|58820
482450056002009|58820
482450056002010|58820
482450056002011|58820
482450056002012|58820
482450056002013|58820
482450056002014|58820
482450056002015|58820
482450056003000|58820
482450056003001|58820
482450056003002|58820
482450056003003|58820
482450056003004|58820
482450056003005|58820
482450056003006|58820
482450056003007|58820
482450056003008|58820
482450056003009|58820
482450056003010|58820
482450056003011|58820
482450056003012|58820
482450056003013|58820
482450056004000|58820
482450056004001|58820
482450056004002|58820
482450056004003|58820
482450056004004|58820
482450056004005|58820
482450056004006|58820
482450056004007|58820
482450056004008|58820
482450056004009|58820
482450056004010|58820
482450056004011|58820
482450059001000|58820
482450059001001|
482450059001002|58820
482450059001003|58820
482450059001004|58820
482450059001005|58820
482450059001006|58820
482450059001007|58820
482450059001008|58820
482450059001009|58820
482450059001010|58820
482450059001011|58820
482450059001012|58820
482450059001013|58820
482450059001014|
482450059001015|58820
482450059001016|58820
482450059001017|58820
482450059001018|58820
482450059001019|58820
482450059001020|58820
482450059001021|58820
482450059001022|58820
482450059001023|58820
482450059001024|58820
482450059001025|58820
482450059001026|58820
482450059001027|58820
482450059001028|58820
482450059001029|58820
482450059001030|58820
482450059001031|58820
482450059001032|58820
482450059001033|58820
482450059001034|58820
482450059001035|58820
482450059001036|58820
482450059001037|58820
482450059001038|58820
482450059001039|58820
482450059001040|58820
482450059001041|58820
482450059001042|58820
482450059001043|58820
482450059001044|58820
482450059002000|58820
482450059002001|58820
482450059002002|58820
482450059002003|58820
482450059002004|58820
482450059002005|58820
482450059002006|58820
482450059002007|58820
482450061001000|58820
482450061001001|58820
482450061001002|58820
482450061001003|58820
482450061001004|58820
482450061001005|58820
482450061001006|58820
482450061001007|58820
482450061001008|58820
482450061001009|58820
482450061001010|58820
482450061001011|58820
482450061001012|58820
482450061001013|58820
482450061001014|58820
482450061001015|58820
482450061001016|58820
482450061001017|58820
482450061001018|58820
482450061001019|58820
482450061001020|58820
482450061001021|58820
482450061001022|58820
482450061001023|58820
482450061001024|58820
482450061001025|58820
482450061001026|58820
482450061001027|58820
482450061001028|58820
482450061001029|58820
482450061001030|58820
482450061001031|58820
482450061001032|58820
482450061001033|58820
482450061001034|58820
482450061001035|58820
482450061001036|58820
482450061001037|58820
482450061001038|58820
482450061001039|58820
482450061001040|58820
482450061001041|58820
482450061001042|58820
482450061001043|58820
482450061001044|58820
482450061001045|58820
482450061001046|58820
482450061001047|58820
482450061001048|58820
482450061001049|58820
482450061001050|58820
482450061001051|58820
482450061001052|58820
482450061001053|58820
482450061001054|58820
482450061001055|58820
482450061001056|58820
482450061001057|58820
482450061001058|58820
482450061001059|58820
482450061001060|58820
482450061001061|58820
482450061001062|58820
482450061001063|58820
482450061001064|58820
482450061001065|58820
482450061001066|58820
482450061001067|58820
482450061001068|58820
482450061001069|58820
482450061001070|58820
482450061001071|58820
482450061001072|58820
482450061001073|58820
482450061002000|58820
482450061002001|58820
482450061002002|58820
482450061002003|58820
482450061002004|58820
482450061002005|58820
482450061002006|58820
482450061002007|58820
482450061002008|58820
482450061002009|58820
482450061002010|58820
482450061002011|58820
482450061002012|58820
482450061002013|58820
482450061002014|58820
482450061002015|58820
482450061002016|58820
482450061002017|58820
482450061002018|58820
482450061002019|58820
482450061002020|58820
482450061002021|58820
482450061002022|58820
482450061002023|58820
482450061002024|58820
482450061002025|58820
482450061002026|58820
482450061002027|58820
482450061002028|58820
482450061002029|58820
482450061002030|58820
482450061002031|58820
482450061002032|58820
482450061002033|58820
482450061002034|58820
482450061002035|58820
482450061002036|58820
482450061002037|58820
482450061002038|58820
482450061002039|58820
482450061002040|58820
482450061002041|58820
482450061002042|58820
482450061002043|58820
482450061002044|58820
482450061002045|58820
482450061002046|58820
482450061002047|58820
482450061002048|58820
482450061002049|58820
482450061002050|58820
482450061002051|58820
482450061002052|58820
482450061002053|58820
482450061002054|58820
482450061002055|58820
482450061002056|58820
482450061002057|58820
482450061002058|58820
482450061002059|58820
482450061002060|58820
482450061002061|58820
482450061002062|58820
482450061003000|58820
482450061003001|58820
482450061003002|58820
482450061003003|58820
482450061003004|58820
482450061003005|58820
482450061003006|58820
482450061003007|58820
482450061003008|58820
482450061003009|58820
482450061003010|58820
482450061003011|58820
482450061003012|58820
482450061003013|58820
482450061003014|58820
482450061003015|58820
482450061003016|58820
482450061003017|58820
482450061003018|58820
482450061003019|58820
482450061003020|58820
482450061003021|58820
482450061003022|58820
482450061003023|58820
482450061003024|58820
482450061003025|58820
482450061003026|58820
482450061003027|58820
482450061003028|58820
482450061003029|58820
482450061003030|58820
482450061003031|58820
482450061003032|58820
482450061003033|58820
482450061003034|58820
482450061003035|58820
482450061003036|58820
482450061003037|58820
482450061003038|58820
482450061003039|58820
482450061003040|58820
482450061003041|
482450061003042|58820
482450061003043|58820
482450061003044|58820
482450061003045|58820
482450061003046|58820
482450061003047|58820
482450061003048|58820
482450061003049|58820
482450061003050|58820
482450061003051|58820
482450061003052|58820
482450061003053|58820
482450061003054|58820
482450061003055|58820
482450061003056|58820
482450061003057|58820
482450061003058|58820
482450061003059|58820
482450061003060|58820
482450061003061|58820
482450061003062|58820
482450061003063|58820
482450061003064|58820
482450061003065|58820
482450061003066|58820
482450061003067|58820
482450061003068|58820
482450061003069|58820
482450061003070|58820
482450061003071|58820
482450061003072|58820
482450061003073|58820
482450061003074|58820
482450061003075|58820
482450061003076|58820
482450061003077|58820
482450061003078|58820
482450061003079|58820
482450061003080|58820
482450061003081|58820
482450061003082|58820
482450061003083|58820
482450061003084|58820
482450061003085|58820
482450061003086|58820
482450061003087|58820
482450061003088|58820
482450061003089|58820
482450061003090|58820
482450061003091|58820
482450061003092|58820
482450061003093|58820
482450061003094|58820
482450061003095|58820
482450061003096|58820
482450061003097|58820
482450061003098|58820
482450061003099|58820
482450061003100|58820
482450061003101|58820
482450061003102|58820
482450061003103|58820
482450061003104|58820
482450061003105|58820
482450061003106|58820
482450061003107|58820
482450061003108|58820
482450061003109|58820
482450061003110|58820
482450061003111|58820
482450061003112|58820
482450061003113|58820
482450061003114|58820
482450061003115|58820
482450061003116|58820
482450061003117|58820
482450061003118|58820
482450061003119|58820
482450061003120|58820
482450061003121|58820
482450061003122|58820
482450061003123|58820
482450061003124|58820
482450061003125|58820
482450061003126|58820
482450061003127|58820
482450061003128|58820
482450061003129|58820
482450061003130|58820
482450061003131|58820
482450061003132|58820
482450061003133|58820
482450061003134|58820
482450061003135|58820
482450061003136|58820
482450061003137|58820
482450061003138|58820
482450061003139|58820
482450061003140|58820
482450061003141|58820
482450061003142|58820
482450063001000|58820
482450063001001|58820
482450063001002|58820
482450063001003|58820
482450063001004|58820
482450063001005|58820
482450063001006|58820
482450063001007|58820
482450063001008|58820
482450063001009|58820
482450063001010|58820
482450063001011|58820
482450063001012|58820
482450063001013|58820
482450063001014|58820
482450063001015|58820
482450063001016|58820
482450063001017|58820
482450063001018|58820
482450063001019|58820
482450063001020|58820
482450063001021|58820
482450063001022|58820
482450063001023|58820
482450063001024|58820
482450063001025|58820
482450063001026|58820
482450063001027|58820
482450063001028|58820
482450063001029|58820
482450063001030|58820
482450063001031|58820
482450063001032|58820
482450063001033|58820
482450063001034|58820
482450063001035|58820
482450063001036|58820
482450063001037|58820
482450063001038|58820
482450063001039|58820
482450063001040|58820
482450063001041|58820
482450063001042|58820
482450063001043|58820
482450063001044|58820
482450063001045|58820
482450063001046|58820
482450063001047|58820
482450063001048|58820
482450063001049|58820
482450063001050|58820
482450063001051|58820
482450063001052|58820
482450063001053|58820
482450063001054|58820
482450063001055|58820
482450063001056|58820
482450063001057|58820
482450063001058|58820
482450063001059|58820
482450063001060|58820
482450063001061|58820
482450063001062|58820
482450063001063|58820
482450063001064|58820
482450063001065|58820
482450063001066|58820
482450063001067|58820
482450063002000|58820
482450063002001|58820
482450063002002|58820
482450063002003|58820
482450063002004|58820
482450063002005|58820
482450063002006|58820
482450063002007|58820
482450063002008|58820
482450063002009|58820
482450063002010|58820
482450063002011|58820
482450063002012|58820
482450063002013|58820
482450063002014|58820
482450063002015|58820
482450063002016|58820
482450063002017|58820
482450063002018|58820
482450063002019|58820
482450063002020|58820
482450063002021|58820
482450063002022|58820
482450063002023|58820
482450063002024|58820
482450063002025|58820
482450063002026|58820
482450063002027|58820
482450063002028|58820
482450063002029|58820
482450063002030|58820
482450063002031|58820
482450063002032|58820
482450063002033|58820
482450063002034|58820
482450063002035|58820
482450063002036|58820
482450063002037|58820
482450063002038|58820
482450063002039|58820
482450063002040|58820
482450063002041|58820
482450064001000|58820
482450064001001|58820
482450064001002|58820
482450064001003|58820
482450064001004|58820
482450064001005|58820
482450064001006|58820
482450064001007|58820
482450064001008|58820
482450064001009|58820
482450064001010|58820
