BLOCKID|DISTRICT
480019509011045|008
480019509011046|008
480019509011047|008
480019509011048|008
480019509011049|008
480019509011050|008
480019509011051|008
480019509011052|008
480019509011053|008
480019509011054|008
480019509011055|008
480019509011056|008
480019509011057|008
480019509011058|008
480019509011059|008
480019509011060|008
480019509011061|008
480019509011062|008
480019509011063|008
480019509011064|008
480019509011065|008
480019509011066|008
480019509012000|008
480019509012001|008
480019509012002|008
480019509012003|008
480019509012004|008
480019509012005|008
480019509012006|008
480019509012007|008
480019509012008|008
480019509012009|008
480019509012010|008
480019509012011|008
480019509012012|008
480019509012013|008
480019509012014|008
480019509012015|008
480019509012016|008
480019509012017|008
480019509012018|008
480019509012019|008
480019509012020|008
480019509012021|008
480019509012022|008
480019509012023|008
480019509012024|008
480019509012025|008
480019509012026|008
480019509012027|008
480019509012028|008
480019509012029|008
480019509012030|008
480019509012031|008
480019509012032|008
480019509012033|008
480019509012034|008
480019509012035|008
480019509013000|008
480019509013001|008
480019509013002|008
480019509013003|008
480019509013004|008
480019509013005|008
480019509013006|008
480019509013007|008
480019509013008|008
480019509013009|008
480019509013010|008
480019509013011|008
480019509013012|008
480019509013013|008
480019509013014|008
480019509013015|008
480019509013016|008
480019509013017|008
480019509013018|008
480019509013019|008
480019509013020|008
480019509013021|008
480019509014000|008
480019509014001|008
480019509014002|008
480019509014003|008
480019509014004|008
480019509014005|008
480019509014006|008
480019509014007|008
480019509014008|008
480019509014009|008
480019509014010|008
480019509014011|008
480019509014012|008
480019509014013|008
480019509014014|008
480019509014015|008
480019509014016|008
480019509014017|008
480019509014018|008
480019509014019|008
480019509014020|008
480019509014021|008
480019509014022|008
480019509014023|008
480019509014024|008
480019509014025|008
480019509014026|008
480019509014027|008
480019509014028|008
480019509014029|008
480019509014030|008
480019509014031|008
480019509014032|008
480019509014033|008
480019509014034|008
480019509014035|008
480019509014036|008
480019509014037|008
480019509014038|008
480019509014039|008
480019509014040|008
480019509014041|008
480019509014042|008
480019509014043|008
480019509014044|008
480019509014045|008
480019509014046|008
480019509014047|008
480019509014048|008
480019509014049|008
480019509014050|008
480019509014051|008
480019509014052|008
480019509014053|008
480019509014054|008
480019509014055|008
480019509014056|008
480019509014057|008
480019509014058|008
480019509014059|008
480019509014060|008
480019509014061|008
480019509014062|008
480019509014063|008
480019509014064|008
480019509014065|008
480019509014066|008
480019509014067|008
480019509014068|008
480019509014069|008
480019509014070|008
480019509014071|008
480019509014072|008
480019509014073|008
480019509014074|008
480019509014075|008
480019509021000|008
480019509021001|008
480019509021002|008
480019509021003|008
480019509021004|008
480019509021005|008
480019509021006|008
480019509021007|008
480019509021008|008
480019509021009|008
480019509021010|008
480019509021011|008
480019509021012|008
480019509021013|008
480019509021014|008
480019509021015|008
480019509021016|008
480019509021017|008
480019509021018|008
480019509021019|008
480019509021020|008
480019509021021|008
480019509021022|008
480019509021023|008
480019509021024|008
480019509021025|008
480019509021026|008
480019509021027|008
480019509021028|008
480019509021029|008
480019509021030|008
480019509021031|008
480019509021032|008
480019509021033|008
480019509021034|008
480019509021035|008
480019509021036|008
480019509021037|008
480019509021038|008
480019509021039|008
480019509021040|008
480019509021041|008
480019509021042|008
480019509021043|008
480019509021044|008
480019509021045|008
480019509021046|008
480019509021047|008
480019509021048|008
480019509021049|008
480019509021050|008
480019509021051|008
480019509021052|008
480019509021053|008
480019509021054|008
480019509021055|008
480019509021056|008
480019509021057|008
480019509021058|008
480019509021059|008
480019509021060|008
480019509021061|008
480019509021062|008
480019509021063|008
480019509021064|008
480019509021065|008
480019509021066|008
480019509021067|008
480019509021068|008
480019509022000|008
480019509022001|008
480019509022002|008
480019509022003|008
480019509022004|008
480019509022005|008
480019509022006|008
480019509022007|008
480019509022008|008
480019509022009|008
480019509022010|008
480019509022011|008
480019509022012|008
480019509022013|008
480019509022014|008
480019509022015|008
480019509022016|008
480019509022017|008
480019509022018|008
480019509022019|008
480019509022020|008
480019509022021|008
480019509022022|008
480019509022023|008
480019509022024|008
480019509022025|008
480019509022026|008
480019509022027|008
480019509022028|008
480019509022029|008
480019509022030|008
480019509022031|008
480019509022032|008
480019509022033|008
480019509022034|008
480019509022035|008
480019509022036|008
480019509022037|008
480019509022038|008
480019509022039|008
480019509022040|008
480019509022041|008
480019509022042|008
480019509022043|008
480019509022044|008
480019509022045|008
480019509022046|008
480019509022047|008
480019509022048|008
480019509022049|008
480019509022050|008
480019509022051|008
480019509022052|008
480019509022053|008
480019509022054|008
480019509022055|008
480019509022056|008
480019509022057|008
480019509022058|008
480019509022059|008
480019509022060|008
480019509022061|008
480019509022062|008
480019509022063|008
480019509022064|008
480019509022065|008
480019509022066|008
480019509022067|008
