BLOCKID|COUNTYFP|DISTRICT
480739508012031|073|000023
480739508012032|073|000024
480739508012033|073|000024
480739508012034|073|000028
480739508012035|073|000028
480739508012036|073|000028
480739508012037|073|000028
480739508012038|073|000028
480739508012039|073|000028
480739508012040|073|000028
480739508012041|073|000028
480739508012042|073|000028
480739508012043|073|000028
480739508012044|073|000028
480739508012045|073|000028
480739508012046|073|000028
480739508012047|073|000028
480739508012048|073|000028
480739508012049|073|000028
480739508012050|073|000028
480739508012051|073|000028
480739508012052|073|000028
480739508012053|073|000028
480739508012054|073|000028
480739508012055|073|000028
480739508012056|073|000028
480739508012057|073|000028
480739508012058|073|000028
480739508012059|073|000028
480739508012060|073|000028
480739508012061|073|000028
480739508012062|073|000028
480739508012063|073|000028
480739508012064|073|000028
480739508012065|073|000028
480739508012066|073|000028
480739508012067|073|000028
480739508012068|073|000023
480739508012069|073|000023
480739508012070|073|000024
480739508012071|073|000028
480739508012072|073|000028
480739508012073|073|000028
480739508012074|073|000028
480739508012075|073|000028
480739508012076|073|000028
480739508013000|073|000022
480739508013001|073|000022
480739508013002|073|000022
480739508013003|073|000022
480739508013004|073|000022
480739508013005|073|000012
480739508013006|073|000012
480739508013007|073|000012
480739508013008|073|000012
480739508013009|073|000012
480739508013010|073|000012
480739508013011|073|000012
480739508013012|073|000012
480739508013013|073|000012
480739508013014|073|000012
480739508013015|073|000012
480739508013016|073|000012
480739508013017|073|000012
480739508013018|073|000022
480739508013019|073|000022
480739508013020|073|000022
480739508013021|073|000022
480739508013022|073|000022
480739508013023|073|000022
480739508013024|073|000012
480739508013025|073|000012
480739508013026|073|000012
480739508013027|073|000012
480739508013028|073|000012
480739508013029|073|000012
480739508013030|073|000012
480739508013031|073|000012
480739508013032|073|000012
480739508013033|073|000012
480739508013034|073|000012
480739508013035|073|000012
480739508013036|073|000012
480739508013037|073|000022
480739508013038|073|000022
480739508013039|073|000022
480739508013040|073|000022
480739508021000|073|000013
480739508021001|073|000013
480739508021002|073|000036
480739508021003|073|000036
480739508021004|073|000013
480739508021005|073|000013
480739508021006|073|000013
480739508021007|073|000013
480739508021008|073|000013
480739508021009|073|000036
480739508021010|073|000036
480739508021011|073|000036
480739508021012|073|000013
480739508021013|073|000013
480739508021014|073|000013
480739508021015|073|000013
480739508021016|073|000013
480739508021017|073|000013
480739508021018|073|000013
480739508021019|073|000013
480739508021020|073|000013
480739508021021|073|000036
480739508021022|073|000036
480739508021023|073|000036
480739508021024|073|000036
480739508021025|073|000036
480739508021026|073|000036
480739508021027|073|000036
480739508021028|073|000036
480739508021029|073|000036
480739508021030|073|000036
480739508021031|073|000036
480739508021032|073|000036
480739508021033|073|000036
480739508021034|073|000036
480739508021035|073|000036
480739508021036|073|000013
480739508021037|073|000013
480739508021038|073|000013
480739508021039|073|000013
480739508021040|073|000013
480739508021041|073|000013
480739508021042|073|000013
480739508021043|073|000013
480739508021044|073|000013
480739508021045|073|000013
480739508021046|073|000013
480739508021047|073|000013
480739508021048|073|000013
480739508021049|073|000013
480739508021050|073|000013
480739508021051|073|000013
480739508022000|073|000012
480739508022001|073|000012
480739508022002|073|000012
480739508022003|073|000012
480739508022004|073|000012
480739508022005|073|000012
480739508022006|073|000012
480739508022007|073|000012
480739508022008|073|000012
480739508022009|073|000012
480739508022010|073|000012
480739508022011|073|000012
480739508022012|073|000012
480739508022013|073|000014
480739508022014|073|000012
480739508022015|073|000012
480739508022016|073|000012
480739508022017|073|000012
480739508022018|073|000012
480739508022019|073|000012
480739508022020|073|000012
480739508022021|073|000012
480739508022022|073|000012
480739508022023|073|000012
480739508022024|073|000012
480739508022025|073|000012
480739508022026|073|000012
480739508022027|073|000012
480739508022028|073|000012
480739508022029|073|000012
480739508022030|073|000012
480739508022031|073|000012
480739508022032|073|000012
480739508022033|073|000012
480739508022034|073|000012
480739508022035|073|000012
480739508022036|073|000012
480739508022037|073|000012
480739508022038|073|000012
480739508022039|073|000012
480739508022040|073|000012
480739508022041|073|000012
480739508022042|073|000012
480739508022043|073|000012
480739508022044|073|000012
480739508022045|073|000012
480739508022046|073|000012
480739508022047|073|000012
480739508022048|073|000012
480739508022049|073|000012
480739508022050|073|000012
480739508022051|073|000012
480739508022052|073|000012
480739508022053|073|000012
480739508022054|073|000012
480739508022055|073|000012
480739508022056|073|000012
480739508022057|073|000012
480739508022058|073|000012
480739508022059|073|000012
480739508022060|073|000012
480739508022061|073|000012
480739508022062|073|000012
480739508022063|073|000012
480739508022064|073|000012
480739508022065|073|000012
480739508022066|073|000012
480739508022067|073|000012
480739508022068|073|000012
480739508022069|073|000012
480739508022070|073|000012
480739508022071|073|000012
480739508022072|073|000012
480739508022073|073|000012
480739508022074|073|000012
480739508022075|073|000012
480739508022076|073|000012
480739508022077|073|000012
480739508022078|073|000012
480739508022079|073|000012
480739508022080|073|000024
480739508022081|073|000024
480739508022082|073|000024
480739508022083|073|000012
480739508022084|073|000012
480739508022085|073|000012
480739508023000|073|000013
480739508023001|073|000013
480739508023002|073|000013
480739508023003|073|000013
480739508023004|073|000013
480739508023005|073|000013
480739508023006|073|000013
480739508023007|073|000013
480739508023008|073|000013
480739508023009|073|000013
480739508023010|073|000013
480739508023011|073|000013
480739508023012|073|000013
480739508023013|073|000013
480739508023014|073|000013
480739508023015|073|000013
480739508023016|073|000013
480739508023017|073|000013
480739508023018|073|000013
480739508023019|073|000013
480739508023020|073|000013
480739508023021|073|000013
480739508023022|073|000013
480739508023023|073|000013
480739508023024|073|000013
480739508023025|073|000013
480739508023026|073|000013
480739508023027|073|000013
480739508023028|073|000013
480739508023029|073|000013
480739508023030|073|000013
480739508023031|073|000013
480739508023032|073|000013
480739508023033|073|000013
480739508023034|073|000013
480739508023035|073|000013
480739508023036|073|000013
480739508023037|073|000013
480739508023038|073|000013
480739508023039|073|000013
480739508023040|073|000013
480739508023041|073|000013
480739508023042|073|000013
480739508023043|073|000013
480739508023044|073|000013
480739508023045|073|000013
480739508023046|073|000028
480739508023047|073|000013
480739508023048|073|000013
480739508023049|073|000013
480739508023050|073|000013
480739508023051|073|000013
480739508023052|073|000013
480739508023053|073|000013
480739508023054|073|000013
480739508023055|073|000028
480739508023056|073|000028
480739508023057|073|000028
480739508023058|073|000028
480739508023059|073|000013
480739508023060|073|000013
480739508023061|073|000013
480739508023062|073|000028
480739508023063|073|000028
480739508023064|073|000028
480739508023065|073|000013
480739508023066|073|000013
480739508023067|073|000024
480739508023068|073|000024
480739508023069|073|000024
480739508023070|073|000013
480739508023071|073|000013
480739509001000|073|000022
480739509001001|073|000022
480739509001002|073|000024
480739509001003|073|000024
480739509001004|073|000022
480739509001005|073|000022
480739509001006|073|000022
480739509001007|073|000022
480739509001008|073|000022
480739509001009|073|000024
480739509001010|073|000024
480739509001011|073|000022
480739509001012|073|000024
480739509001013|073|000024
480739509001014|073|000024
480739509001015|073|000024
480739509001016|073|000024
480739509001017|073|000024
480739509001018|073|000024
480739509001019|073|000024
480739509001020|073|000024
480739509001021|073|000024
480739509001022|073|000024
480739509001023|073|000024
480739509001024|073|000024
480739509001025|073|000024
480739509001026|073|000024
480739509001027|073|000024
480739509001028|073|000024
480739509001029|073|000024
480739509001030|073|000024
480739509001031|073|000024
480739509001032|073|000024
480739509001033|073|000024
480739509001034|073|000024
480739509001035|073|000024
480739509001036|073|000024
480739509001037|073|000022
480739509001038|073|000022
480739509001039|073|000022
480739509001040|073|000022
480739509001041|073|000022
480739509001042|073|000022
480739509002000|073|000024
480739509002001|073|000024
480739509002002|073|000024
480739509002003|073|000024
480739509002004|073|000024
480739509002005|073|000024
480739509002006|073|000024
480739509002007|073|000024
480739509002008|073|000024
480739509002009|073|000024
480739509002010|073|000024
480739509002011|073|000024
480739509002012|073|000024
480739509002013|073|000024
480739509002014|073|000024
480739509002015|073|000024
480739509002016|073|000024
480739509002017|073|000024
480739509002018|073|000024
480739509002019|073|000024
480739509002020|073|000023
480739509002021|073|000024
480739509002022|073|000024
480739509002023|073|000024
480739509002024|073|000024
480739509002025|073|000024
480739509002026|073|000024
480739509002027|073|000024
480739509002028|073|000024
480739509002029|073|000024
480739509002030|073|000023
480739509002031|073|000024
480739509002032|073|000024
480739509002033|073|000024
480739509002034|073|000024
480739509002035|073|000024
480739509002036|073|000024
480739509002037|073|000024
480739509002038|073|000024
480739509002039|073|000024
480739509002040|073|000024
480739509002041|073|000024
480739509002042|073|000024
480739509002043|073|000024
480739509003000|073|000024
480739509003001|073|000024
480739509003002|073|000024
480739509003003|073|000024
480739509003004|073|000024
480739509003005|073|000024
480739509003006|073|000024
480739509003007|073|000024
480739509003008|073|000024
480739509003009|073|000024
480739509003010|073|000024
480739509003011|073|000024
480739509003012|073|000024
480739509004000|073|000028
480739509004001|073|000028
480739509004002|073|000028
480739509004003|073|000028
480739509004004|073|000024
480739509004005|073|000024
480739509004006|073|000024
480739509004007|073|000024
480739509004008|073|000024
480739509004009|073|000024
480739509004010|073|000024
480739509004011|073|000024
480739509004012|073|000024
480739510001000|073|000026
480739510001001|073|000026
480739510001002|073|000026
480739510001003|073|000026
480739510001004|073|000026
480739510001005|073|000026
480739510001006|073|000026
480739510001007|073|000026
480739510001008|073|000026
480739510001009|073|000026
480739510001010|073|000026
480739510001011|073|000026
480739510001012|073|000026
480739510001013|073|000026
480739510001014|073|000026
480739510001015|073|000026
480739510001016|073|000026
480739510001017|073|000026
480739510001018|073|000023
480739510001019|073|000026
480739510001020|073|000026
480739510001021|073|000026
480739510001022|073|000026
480739510001023|073|000026
480739510001024|073|000026
480739510001025|073|000026
480739510001026|073|000026
480739510001027|073|000026
480739510001028|073|000026
480739510001029|073|000026
480739510001030|073|000026
480739510001031|073|000026
480739510001032|073|000026
480739510001033|073|000026
480739510001034|073|000026
480739510001035|073|000026
480739510001036|073|000026
480739510001037|073|000026
480739510001038|073|000026
480739510001039|073|000026
480739510001040|073|000026
480739510001041|073|000026
480739510001042|073|000026
480739510001043|073|000026
480739510001044|073|000026
480739510001045|073|000026
480739510001046|073|000026
480739510001047|073|000026
480739510001048|073|000026
480739510001049|073|000026
480739510001050|073|000026
480739510001051|073|000026
480739510001052|073|000026
480739510001053|073|000026
480739510001054|073|000026
480739510001055|073|000026
480739510002000|073|000027
480739510002001|073|000027
480739510002002|073|000027
480739510002003|073|000027
480739510002004|073|000027
480739510002005|073|000027
480739510002006|073|000027
480739510002007|073|000027
480739510002008|073|000027
480739510002009|073|000027
480739510002010|073|000027
480739510002011|073|000027
480739510002012|073|000027
480739510002013|073|000027
480739510002014|073|000027
480739510002015|073|000027
480739510002016|073|000027
480739510002017|073|000027
480739510002018|073|000027
480739510002019|073|000027
480739510002020|073|000027
480739510002021|073|000027
480739510002022|073|000027
480739510002023|073|000027
480739510002024|073|000027
480739510002025|073|000026
480739510002026|073|000026
480739510002027|073|000027
480739510002028|073|000027
480739510002029|073|000027
480739510002030|073|000027
480739510002031|073|000027
480739510002032|073|000027
480739510002033|073|000027
480739510002034|073|000027
480739510002035|073|000027
480739510002036|073|000027
480739510002037|073|000027
480739510002038|073|000027
480739510002039|073|000027
480739510002040|073|000027
480739510002041|073|000027
480739510002042|073|000027
480739510002043|073|000027
480739510002044|073|000027
480739510002045|073|000027
480739510002046|073|000027
480739510002047|073|000025
480739510002048|073|000027
480739510002049|073|000027
480739510002050|073|000027
480739510002051|073|000027
480739510002052|073|000027
480739510002053|073|000027
480739510002054|073|000027
480739510002055|073|000027
480739510002056|073|000027
480739510002057|073|000023
480739510002058|073|000023
480739510002059|073|000027
480739510002060|073|000027
480739510002061|073|000027
480739510002062|073|000027
480739510002063|073|000027
480739510002064|073|000027
480739510002065|073|000027
480739510002066|073|000027
480739510002067|073|000027
480739510002068|073|000027
480739510002069|073|000027
480739510002070|073|000027
480739510002071|073|000027
480739510002072|073|000027
480739510002073|073|000027
480739510002074|073|000027
480739510002075|073|000027
480739510002076|073|000027
480739510002077|073|000027
480739510002078|073|000027
480739510002079|073|000027
480739510002080|073|000027
480739510002081|073|000027
480739510002082|073|000027
480739510002083|073|000027
480739510002084|073|000027
480739510002085|073|000027
480739510002086|073|000027
480739510002087|073|000027
480739510002088|073|000027
480739510002089|073|000027
480739510002090|073|000027
480739510002091|073|000027
480739510002092|073|000027
480739510002093|073|000027
480739510003000|073|000026
480739510003001|073|000026
480739510003002|073|000026
480739510003003|073|000026
480739510003004|073|000026
480739510003005|073|000026
480739510003006|073|000026
480739510003007|073|000026
480739510003008|073|000026
480739510003009|073|000026
480739510003010|073|000026
480739510003011|073|000026
480739510003012|073|000026
480739510003013|073|000026
480739510003014|073|000026
480739510003015|073|000026
480739510003016|073|000026
480739510003017|073|000026
480739510003018|073|000026
480739510003019|073|000026
480739510003020|073|000026
480739510003021|073|000026
480739510003022|073|000026
480739510003023|073|000026
480739510003024|073|000026
480739510003025|073|000026
480739510003026|073|000026
480739510003027|073|000026
480739510003028|073|000026
480739510003029|073|000026
480739510003030|073|000026
480739510003031|073|000026
480739510003032|073|000026
480739510003033|073|000026
480739510003034|073|000026
480739510003035|073|000026
480739510003036|073|000027
480739510003037|073|000027
480739510003038|073|000026
480739510003039|073|000027
480739510003040|073|000026
480739510003041|073|000026
480739510003042|073|000026
480739510003043|073|000027
480739510003044|073|000026
480739510003045|073|000026
480739510003046|073|000026
480739510003047|073|000025
480739510003048|073|000025
480739510003049|073|000026
480739510003050|073|000025
480739510003051|073|000025
480739510003052|073|000025
480739510003053|073|000025
480739510003054|073|000025
480739510003055|073|000026
480739510003056|073|000026
480739510003057|073|000027
480739510003058|073|000027
480739510003059|073|000027
480739510003060|073|000027
480739510003061|073|000027
480739510003062|073|000027
480739510003063|073|000026
480739510003064|073|000026
480739510003065|073|000025
480739510003066|073|000025
480739510003067|073|000025
480739510003068|073|000025
480739510003069|073|000025
480739510003070|073|000026
480739511001000|073|000025
480739511001001|073|000025
480739511001002|073|000025
480739511001003|073|000025
480739511001004|073|000025
480739511001005|073|000025
480739511001006|073|000025
480739511001007|073|000025
480739511001008|073|000025
480739511001009|073|000025
480739511001010|073|000025
480739511001011|073|000025
480739511001012|073|000025
480739511001013|073|000025
480739511001014|073|000025
480739511001015|073|000025
480739511001016|073|000025
480739511001017|073|000025
480739511001018|073|000025
480739511001019|073|000025
480739511001020|073|000025
480739511001021|073|000025
480739511001022|073|000025
480739511001023|073|000025
480739511001024|073|000025
480739511001025|073|000025
480739511001026|073|000025
480739511001027|073|000025
480739511001028|073|000025
480739511001029|073|000025
480739511001030|073|000025
480739511001031|073|000025
480739511001032|073|000025
480739511001033|073|000025
480739511001034|073|000025
480739511001035|073|000025
480739511001036|073|000025
480739511001037|073|000025
480739511001038|073|000025
480739511001039|073|000025
480739511001040|073|000025
480739511001041|073|000025
480739511001042|073|000025
480739511001043|073|000025
480739511001044|073|000025
480739511001045|073|000025
480739511001046|073|000025
480739511001047|073|000025
480739511001048|073|000025
480739511001049|073|000025
480739511001050|073|000025
480739511001051|073|000025
480739511001052|073|000025
480739511001053|073|000025
480739511001054|073|000025
480739511001055|073|000025
480739511001056|073|000025
480739511001057|073|000025
480739511001058|073|000025
480739511001059|073|000025
480739511001060|073|000025
480739511001061|073|000025
480739511001062|073|000025
480739511001063|073|000025
480739511001064|073|000025
480739511001065|073|000025
480739511001066|073|000025
480739511001067|073|000025
480739511001068|073|000025
480739511001069|073|000025
480739511001070|073|000025
480739511001071|073|000025
480739511001072|073|000025
480739511001073|073|000025
480739511001074|073|000025
480739511001075|073|000025
480739511001076|073|000025
480739511001077|073|000025
480739511001078|073|000025
480739511001079|073|000025
480739511001080|073|000025
480739511001081|073|000025
480739511001082|073|000025
480739511001083|073|000025
480739511001084|073|000025
480739511001085|073|000025
480739511001086|073|000025
480739511001087|073|000025
480739511001088|073|000025
480759501001000|075|000401
480759501001001|075|000401
480759501001002|075|000401
480759501001003|075|000401
480759501001004|075|000401
480759501001005|075|000401
480759501001006|075|000401
480759501001007|075|000401
480759501001008|075|000401
480759501001009|075|000401
480759501001010|075|000401
480759501001011|075|000401
480759501001012|075|000401
480759501001013|075|000401
480759501001014|075|000401
480759501001015|075|000401
480759501001016|075|000401
480759501001017|075|000401
480759501001018|075|000401
480759501001019|075|000401
480759501001020|075|000401
480759501001021|075|000401
480759501001022|075|000401
480759501001023|075|000401
480759501001024|075|000401
480759501001025|075|000401
480759501001026|075|000401
480759501001027|075|000401
480759501001028|075|000401
480759501001029|075|000401
480759501001030|075|000401
480759501001031|075|000401
480759501001032|075|000401
480759501001033|075|000401
480759501001034|075|000401
480759501001035|075|000401
480759501001036|075|000401
480759501001037|075|000401
480759501001038|075|000401
480759501001039|075|000401
480759501001040|075|000401
480759501001041|075|000401
480759501001042|075|000401
480759501001043|075|000401
480759501001044|075|000401
480759501001045|075|000401
480759501001046|075|000401
480759501001047|075|000401
480759501001048|075|000401
480759501001049|075|000401
480759501001050|075|000401
480759501001051|075|000401
480759501001052|075|000401
480759501001053|075|000401
480759501001054|075|000401
480759501001055|075|000401
480759501001056|075|000401
480759501001057|075|000401
480759501001058|075|000401
480759501001059|075|000401
480759501001060|075|000401
480759501001061|075|000401
480759501001062|075|000401
480759501001063|075|000401
480759501001064|075|000401
480759501001065|075|000401
480759501001066|075|000401
480759501001067|075|000401
480759501001068|075|000401
480759501001069|075|000401
480759501001070|075|000401
480759501001071|075|000401
480759501001072|075|000401
480759501001073|075|000401
480759501001074|075|000401
480759501001075|075|000401
480759501001076|075|000401
480759501001077|075|000401
480759501001078|075|000401
480759501001079|075|000401
480759501001080|075|000401
480759501001081|075|000401
480759501001082|075|000401
480759501001083|075|000401
480759501001084|075|000401
480759501001085|075|000401
480759501001086|075|000401
480759501001087|075|000401
480759501001088|075|000401
480759501001089|075|000401
480759501001090|075|000401
480759501001091|075|000401
480759501001092|075|000401
480759501001093|075|000401
480759501001094|075|000401
480759501001095|075|000401
480759501001096|075|000401
480759501001097|075|000401
480759501001098|075|000401
480759501001099|075|000401
480759501001100|075|000401
480759501001101|075|000401
480759501001102|075|000401
480759501001103|075|000401
480759501001104|075|000401
480759501001105|075|000401
480759501001106|075|000401
480759501001107|075|000401
480759501001108|075|000401
480759501001109|075|000401
480759501001110|075|000401
480759501001111|075|000401
480759501001112|075|000401
480759501001113|075|000401
480759501001114|075|000401
480759501001115|075|000401
480759501001116|075|000401
480759501001117|075|000401
480759501001118|075|000401
480759501001119|075|000401
480759501001120|075|000401
480759501001121|075|000401
480759501001122|075|000401
480759501001123|075|000401
480759501001124|075|000401
480759501001125|075|000401
480759501001126|075|000401
480759501001127|075|000401
480759501001128|075|000401
480759501001129|075|000401
480759501001130|075|000401
480759501001131|075|000401
480759501001132|075|000401
480759501001133|075|000401
480759501001134|075|000401
480759501001135|075|000401
480759501001136|075|000401
480759501001137|075|000401
480759501001138|075|000401
480759501001139|075|000401
480759501001140|075|000401
480759501001141|075|000401
480759501001142|075|000401
480759501001143|075|000401
480759501001144|075|000401
480759501001145|075|000401
480759501001146|075|000401
480759501001147|075|000401
480759501001148|075|000401
480759501001149|075|000401
480759501001150|075|000401
480759501001151|075|000401
480759501001152|075|000401
480759501001153|075|000401
480759501001154|075|000301
480759501001155|075|000301
480759501001156|075|000401
480759501001157|075|000401
480759501001158|075|000401
480759501001159|075|000401
480759501001160|075|000401
480759501001161|075|000401
480759501001162|075|000401
480759501001163|075|000401
480759501001164|075|000401
480759501001165|075|000401
480759501001166|075|000401
480759501001167|075|000401
480759501001168|075|000401
480759501001169|075|000401
480759501001170|075|000401
480759501001171|075|000401
480759501001172|075|000401
480759501001173|075|000401
480759501001174|075|000401
480759501001175|075|000301
480759501001176|075|000301
480759501001177|075|000301
480759501001178|075|000301
480759501001179|075|000301
480759501001180|075|000301
480759501001181|075|000301
480759501001182|075|000401
480759501001183|075|000401
480759501001184|075|000401
480759501001185|075|000301
480759501001186|075|000301
480759501001187|075|000401
480759501001188|075|000401
480759501001189|075|000401
480759501001190|075|000301
480759501001191|075|000401
480759501001192|075|000401
480759501001193|075|000101
480759501001194|075|000101
480759501001195|075|000101
480759501001196|075|000101
480759501001197|075|000101
480759501001198|075|000101
480759501001199|075|000101
480759501001200|075|000101
480759501001201|075|000101
480759501001202|075|000101
480759501001203|075|000101
480759501001204|075|000101
480759501001205|075|000101
480759501001206|075|000101
480759501001207|075|000101
480759501001208|075|000101
480759501001209|075|000101
480759501001210|075|000101
480759501001211|075|000101
480759501001212|075|000101
480759501001213|075|000101
480759501001214|075|000101
480759501001215|075|000101
480759501001216|075|000101
480759501001217|075|000101
480759501001218|075|000101
480759501001219|075|000101
480759501001220|075|000101
480759501001221|075|000101
480759501001222|075|000101
480759501001223|075|000101
480759501001224|075|000101
480759501001225|075|000101
480759501001226|075|000101
480759501001227|075|000101
480759501001228|075|000101
480759501001229|075|000101
480759501001230|075|000101
480759501001231|075|000101
480759501001232|075|000101
480759501001233|075|000101
480759501001234|075|000101
480759501001235|075|000101
480759501001236|075|000101
480759501001237|075|000101
480759501001238|075|000301
480759501001239|075|000301
480759501001240|075|000301
480759501001241|075|000301
480759501001242|075|000301
480759501001243|075|000301
480759501001244|075|000301
480759501001245|075|000401
480759501001246|075|000401
480759501001247|075|000401
480759501001248|075|000401
480759501001249|075|000301
480759501001250|075|000301
480759501001251|075|000301
480759501001252|075|000301
480759501001253|075|000301
480759501001254|075|000301
480759501001255|075|000301
480759501001256|075|000301
480759501001257|075|000301
480759501001258|075|000301
480759501001259|075|000301
480759501001260|075|000301
480759501001261|075|000301
480759501001262|075|000301
480759501001263|075|000301
480759501001264|075|000301
480759501001265|075|000301
480759501001266|075|000301
480759501001267|075|000301
480759501001268|075|000301
480759501001269|075|000301
480759501001270|075|000301
480759501001271|075|000301
480759501001272|075|000301
480759501001273|075|000301
480759501001274|075|000301
480759501001275|075|000201
480759501001276|075|000201
480759501001277|075|000201
480759501001278|075|000301
480759501001279|075|000301
480759501001280|075|000301
480759501001281|075|000301
480759501001282|075|000301
480759501001283|075|000301
480759501001284|075|000301
480759501001285|075|000301
480759501001286|075|000301
480759501001287|075|000301
480759501001288|075|000201
480759501001289|075|000201
480759501001290|075|000201
480759501001291|075|000201
480759501001292|075|000201
480759501001293|075|000301
480759501001294|075|000201
480759501001295|075|000201
480759501001296|075|000201
480759501001297|075|000201
480759501001298|075|000201
480759501001299|075|000201
480759501001300|075|000201
480759501001301|075|000201
480759501001302|075|000201
480759501001303|075|000201
480759501001304|075|000201
480759501001305|075|000201
480759501001306|075|000201
480759501001307|075|000201
480759501001308|075|000201
480759501001309|075|000201
480759501001310|075|000201
480759501001311|075|000201
480759501001312|075|000201
480759501001313|075|000201
480759501001314|075|000201
480759501001315|075|000201
480759501001316|075|000201
480759501001317|075|000201
480759501001318|075|000201
480759501001319|075|000201
480759501001320|075|000201
480759501001321|075|000201
480759501001322|075|000201
480759501001323|075|000201
480759501001324|075|000201
480759501001325|075|000201
480759501001326|075|000201
480759501001327|075|000201
480759501001328|075|000201
480759501001329|075|000201
480759501001330|075|000201
480759501001331|075|000201
480759501001332|075|000201
480759501001333|075|000201
480759501001334|075|000201
480759501001335|075|000201
480759501001336|075|000201
480759501001337|075|000201
480759501001338|075|000201
480759501001339|075|000201
480759501001340|075|000201
480759501001341|075|000201
480759501001342|075|000201
480759501001343|075|000201
480759501001344|075|000201
480759501001345|075|000201
480759501001346|075|000201
480759501001347|075|000201
480759501001348|075|000201
480759501001349|075|000201
480759501001350|075|000101
480759501001351|075|000101
480759501001352|075|000101
480759501001353|075|000101
480759501001354|075|000101
480759501001355|075|000101
480759501001356|075|000101
480759501001357|075|000101
480759501001358|075|000301
480759501001359|075|000301
480759501001360|075|000301
480759501001361|075|000301
480759501001362|075|000301
480759501001363|075|000301
480759501001364|075|000301
480759501001365|075|000301
480759501001366|075|000301
480759501001367|075|000401
480759501001368|075|000401
480759501001369|075|000401
480759501001370|075|000401
480759501001371|075|000301
480759501001372|075|000301
480759501001373|075|000401
480759501001374|075|000401
480759501001375|075|000401
480759501001376|075|000401
480759501001377|075|000401
480759501001378|075|000301
480759501001379|075|000301
480759501001380|075|000401
480759501001381|075|000401
480759501001382|075|000301
480759501001383|075|000301
480759501001384|075|000301
480759501001385|075|000201
480759501001386|075|000201
480759501001387|075|000201
480759501001388|075|000101
480759501001389|075|000101
480759501001390|075|000101
480759501001391|075|000101
480759501001392|075|000101
480759501001393|075|000101
480759501001394|075|000101
480759501001395|075|000101
480759501001396|075|000101
480759501001397|075|000101
480759501001398|075|000101
480759501001399|075|000101
480759501001400|075|000101
480759501001401|075|000301
480759501001402|075|000101
480759501001403|075|000101
480759501001404|075|000101
480759501001405|075|000101
480759501001406|075|000101
480759501001407|075|000101
480759501001408|075|000101
480759501001409|075|000101
480759501001410|075|000101
480759501001411|075|000101
480759501001412|075|000101
480759501001413|075|000101
480759501001414|075|000101
480759501001415|075|000101
480759501001416|075|000101
480759501001417|075|000101
480759501001418|075|000101
480759501001419|075|000101
480759501001420|075|000101
480759501001421|075|000101
480759501001422|075|000101
480759501001423|075|000101
480759501001424|075|000101
480759501001425|075|000101
480759501001426|075|000101
480759501001427|075|000101
480759501001428|075|000101
480759501001429|075|000101
480759501001430|075|000101
480759501001431|075|000101
480759501001432|075|000101
480759501001433|075|000101
480759501001434|075|000101
480759501001435|075|000101
480759501001436|075|000101
480759501001437|075|000101
480759501001438|075|000101
480759501001439|075|000101
480759501001440|075|000201
480759501001441|075|000201
480759501001442|075|000201
480759501001443|075|000101
480759501001444|075|000101
480759501001445|075|000101
480759501001446|075|000101
480759501001447|075|000101
480759501001448|075|000101
480759501001449|075|000101
480759501001450|075|000101
480759501001451|075|000101
480759501001452|075|000101
480759501001453|075|000101
480759501001454|075|000101
480759501001455|075|000201
480759501001456|075|000201
480759501001457|075|000201
480759501001458|075|000301
480759501001459|075|000201
480759501001460|075|000201
480759501001461|075|000201
480759501001462|075|000201
480759501001463|075|000201
480759501001464|075|000201
480759501001465|075|000201
480759501001466|075|000201
480759501001467|075|000201
480759501001468|075|000201
480759501001469|075|000201
480759501001470|075|000201
480759501001471|075|000201
480759501001472|075|000201
480759501001473|075|000201
480759501001474|075|000201
480759501001475|075|000201
480759501001476|075|000201
480759501001477|075|000201
480759501001478|075|000201
480759501001479|075|000201
480759501001480|075|000201
480759501001481|075|000201
480759501001482|075|000201
480759501001483|075|000201
480759501001484|075|000201
480759501001485|075|000201
480759501001486|075|000201
480759501001487|075|000201
480759501001488|075|000201
480759501001489|075|000201
480759501001490|075|000201
480759501001491|075|000201
480759501001492|075|000201
480759501001493|075|000201
480759501001494|075|000201
480759501001495|075|000201
480759501001496|075|000201
480759501001497|075|000201
480759501001498|075|000201
480759501001499|075|000201
480759501001500|075|000201
480759501001501|075|000201
480759501001502|075|000201
480759501001503|075|000201
480759501001504|075|000201
480759501001505|075|000201
480759501001506|075|000201
480759501001507|075|000201
480759501001508|075|000201
480759501001509|075|000201
480759501001510|075|000401
480759501001511|075|000401
480759501001512|075|000401
480759501001513|075|000401
480759501001514|075|000201
480759501001515|075|000401
480759501002000|075|000301
480759501002001|075|000301
480759501002002|075|000301
480759501002003|075|000101
480759501002004|075|000101
480759501002005|075|000101
480759502001000|075|000301
480759502001001|075|000301
480759502001002|075|000301
480759502001003|075|000301
480759502001004|075|000301
480759502001005|075|000301
480759502001006|075|000301
480759502001007|075|000301
480759502001008|075|000301
480759502001009|075|000301
480759502001010|075|000301
480759502001011|075|000301
480759502001012|075|000301
480759502001013|075|000301
480759502001014|075|000301
480759502001015|075|000301
480759502001016|075|000301
480759502001017|075|000301
480759502001018|075|000301
480759502001019|075|000301
480759502001020|075|000301
480759502001021|075|000301
480759502001022|075|000301
480759502001023|075|000301
480759502001024|075|000301
480759502001025|075|000301
480759502001026|075|000301
480759502001027|075|000301
